Job Title,Median Salary (USD),Automation Risk (%),Remote Work Ratio (%),Required_Skills,Skills_Count
"lighting technician, broadcasting/film/video",-0.4015674866318294,0.2481626556211902,1.264700300937419,Reading Comprehension + Active Listening + Speaking + Critical Thinking + Monitoring,5
herbalist,0.4695154915539217,-0.0050159031239147,1.5909425502963614,No O*NET skills found,0
technical brewer,0.718467871831747,-0.2317637332088162,1.45492197225676,No O*NET skills found,0
water engineer,-1.6563594825430583,-1.4444472968684057,-0.9644491214019372,Reading Comprehension + Active Listening + Writing + Speaking + Mathematics,5
animal technologist,0.6546318343530942,1.552310451354904,-0.5291142256965123,Reading Comprehension + Active Listening + Speaking + Critical Thinking + Active Learning,5
clothing/textile technologist,1.1059465661077306,0.1347887405787394,-0.9402830288568302,No O*NET skills found,0
site engineer,-0.0816262151431474,1.2528781174544434,-1.1695156781418437,Reading Comprehension + Active Listening + Writing + Speaking + Critical Thinking,5
cabin crew,0.0991014709133689,-1.0521596399117046,1.471493007144833,No O*NET skills found,0
estate manager/land agent,-1.4163721440153954,-0.9572176803822902,0.7717120130172391,No O*NET skills found,0
database administrator,-0.8441333838020121,-0.920353769356217,-1.25685884119773,Reading Comprehension + Active Listening + Writing + Speaking + Mathematics,5
"teacher, music",1.666730124351919,0.1358320588153264,1.5830022627458262,No O*NET skills found,0
clinical embryologist,0.2802330924004435,0.7350444993617768,0.8680311533041652,Reading Comprehension + Active Listening + Writing + Speaking + Critical Thinking,5
photographer,-1.4791794538507554,1.4302422176742282,1.3834593843019438,Reading Comprehension + Active Listening + Speaking + Critical Thinking + Active Learning,5
consulting civil engineer,-1.2430187496753176,1.2288817980129427,0.7444388514306188,No O*NET skills found,0
"designer, multimedia",-1.558755024271784,-0.9429589978156016,-0.250858931534282,No O*NET skills found,0
architectural technologist,0.6559468040101278,0.0214148255362886,0.0615741220845993,Reading Comprehension + Active Listening + Speaking + Critical Thinking + Active Learning,5
acupuncturist,-1.0657117283332636,0.9899619218345268,1.246403116581838,Reading Comprehension + Active Listening + Writing + Speaking + Critical Thinking,5
"engineer, technical sales",-0.6854692902848586,-1.0465952759832406,1.0696454111090563,Reading Comprehension + Active Listening + Writing + Speaking + Mathematics,5
"engineer, mining",0.7442595849744428,0.9885708308524104,1.5981923780598932,No O*NET skills found,0
"investment banker, operational",-1.2088243077739198,1.331474757943995,1.3782809358994212,No O*NET skills found,0
manufacturing engineer,0.1558692195593082,0.5208164881159185,0.1547861933300115,Reading Comprehension + Active Listening + Writing + Speaking + Mathematics,5
"librarian, public",1.5956543434333383,1.54326835997115,-0.0399234666048493,No O*NET skills found,0
air broker,1.2809633607388276,0.8278998224180169,-1.5033529851578198,No O*NET skills found,0
counselling psychologist,1.1323845759393198,1.4890158116686276,1.282652255399498,Reading Comprehension + Active Listening + Writing + Speaking + Critical Thinking,5
microbiologist,-1.1846396183225822,-1.5623422576027333,-1.202312518024489,Reading Comprehension + Active Listening + Writing + Speaking + Mathematics,5
quarry manager,-0.3478001936121597,-0.4209521067765872,1.4928972605419275,No O*NET skills found,0
speech and language therapist,1.530096785457831,-1.2444779681892362,-1.6666467247840415,Reading Comprehension + Active Listening + Writing + Speaking + Critical Thinking,5
ranger/warden,-0.3692323101151172,-0.6963881212355474,-0.7438472194544617,No O*NET skills found,0
animal nutritionist,1.220226873837395,1.114464564733905,-0.1973482980415455,No O*NET skills found,0
ecologist,0.3331059154523008,-0.5823186607020386,0.9142919590333694,Reading Comprehension + Active Listening + Writing + Speaking + Science,5
"engineer, civil (contracting)",1.0435655679821756,-0.1531670927192645,-1.3656062576507106,No O*NET skills found,0
hospital pharmacist,-0.7689066577826426,-0.166034684303837,-0.478365431351788,No O*NET skills found,0
police officer,-0.4911961090562655,0.86824146089938,-0.452818419232675,No O*NET skills found,0
research scientist (maths),0.1394836805290682,0.608802992734753,-1.095636480932517,No O*NET skills found,0
"lighting technician, broadcasting/film/video",0.5430113978435032,1.5498760421362008,-1.2471924041796871,Reading Comprehension + Active Listening + Speaking + Critical Thinking + Monitoring,5
radiation protection practitioner,-0.9686666770431585,1.6354281375363326,1.1977257015981229,No O*NET skills found,0
database administrator,1.2322699616886177,0.7346967266162477,1.5937043894443736,Reading Comprehension + Active Listening + Writing + Speaking + Mathematics,5
advice worker,1.551759639177956,-0.1253452730769454,-0.6754917005411595,No O*NET skills found,0
meteorologist,-0.8920860408288454,0.5670702632712741,0.4309701081312326,No O*NET skills found,0
aeronautical engineer,-1.2350280931759912,-0.2707142807080633,1.6258107695400157,Reading Comprehension + Active Listening + Writing + Speaking + Mathematics,5
"administrator, local government",0.5287016219646864,0.0687119189282313,0.7748190820587529,No O*NET skills found,0
museum/gallery conservator,0.7443415344646713,1.113769019242847,1.1380009300223586,No O*NET skills found,0
technical author,-0.4400648579722758,-0.0644850426093721,0.15444096343651,No O*NET skills found,0
multimedia specialist,-1.3074508098648157,0.3274548416018,-0.7203715866963579,No O*NET skills found,0
counsellor,-0.0997928478812237,1.6743786850355793,-1.4974840769682938,No O*NET skills found,0
"engineer, maintenance (it)",-0.7267913036289216,0.3935316632523081,1.659643299103165,No O*NET skills found,0
fish farm manager,0.1590167193063428,-0.7224710771502216,-1.5938032172552197,No O*NET skills found,0
ambulance person,0.7293532051827222,-1.2496945593721709,1.0309796630368857,No O*NET skills found,0
multimedia programmer,0.0300354867125874,1.657337820504659,-0.2418829543032424,No O*NET skills found,0
higher education lecturer,-1.4616748102571482,0.6467102219974131,-1.0952912510390156,No O*NET skills found,0
quantity surveyor,0.1607664281030275,-0.3583530125813687,1.4507792135347417,No O*NET skills found,0
"surveyor, commercial/residential",-0.4414789225802594,0.0593220547989485,1.632715367410046,No O*NET skills found,0
database administrator,-1.7447088792370495,0.1201822852665218,1.5760976648757956,Reading Comprehension + Active Listening + Writing + Speaking + Mathematics,5
senior tax professional/tax inspector,-0.6272729469794764,-1.350896428321107,-1.1353379186851928,No O*NET skills found,0
interpreter,0.2977202999322999,-1.4225376139000792,1.1469769072533984,No O*NET skills found,0
animator,-0.9716723634879536,-1.2994260619828166,0.8186632785334467,No O*NET skills found,0
"exhibitions officer, museum/gallery",-1.4531825763814594,-0.7273398955876276,1.7210942201464368,No O*NET skills found,0
museum/gallery exhibitions officer,0.9471502491223008,-1.3046426531657511,-0.3979268661659321,No O*NET skills found,0
press sub,1.407648845202071,-1.5119152095010295,-1.432580856990007,No O*NET skills found,0
automotive engineer,0.6207962847227327,1.217057524664957,0.778271380993768,Reading Comprehension + Active Listening + Writing + Speaking + Mathematics,5
counselling psychologist,-0.8019947815659569,-1.6986691738500972,-1.7056577027497144,Reading Comprehension + Active Listening + Writing + Speaking + Critical Thinking,5
contractor,-1.324491073013795,0.2064299261577115,1.4928972605419275,No O*NET skills found,0
animal nutritionist,0.7425174318045166,0.8143366853423862,-0.0164478338467455,No O*NET skills found,0
youth worker,-1.3459975833802222,1.258790254128436,0.5245274092701463,No O*NET skills found,0
"scientist, research (maths)",1.227940587555914,-1.675716172645184,1.0951924232281696,No O*NET skills found,0
horticultural consultant,1.370729146849036,-0.8212385368804549,-1.388736660515313,No O*NET skills found,0
music therapist,-1.6948237253661782,-1.1627513729899237,0.9574456957210602,Reading Comprehension + Active Listening + Writing + Speaking + Critical Thinking,5
careers adviser,0.1602869364048826,-1.3422021096828822,-1.4429377537950527,No O*NET skills found,0
paediatric nurse,0.377615531485425,0.7750383650976105,-0.7542041162595076,No O*NET skills found,0
research scientist (physical sciences),1.1351673713947352,-0.1208242273850684,0.2386770574508824,No O*NET skills found,0
"programmer, applications",0.9893048344149606,-0.8257595825723317,1.4884092719264082,No O*NET skills found,0
child psychotherapist,-0.1123020597832491,-1.5195662099026674,0.978159489331152,No O*NET skills found,0
early years teacher,0.2368652478109622,-1.6367656251459373,0.972290581141626,No O*NET skills found,0
armed forces technical officer,1.036202028503817,-1.0893713236833065,1.3385794981467456,No O*NET skills found,0
electrical engineer,0.1859237591990262,0.9141474633092066,0.0308486615629634,Reading Comprehension + Active Listening + Writing + Speaking + Mathematics,5
statistician,-0.6977768250726339,-1.3411587914462957,0.996456673686733,Reading Comprehension + Active Listening + Writing + Speaking + Mathematics,5
ambulance person,-1.394780778148448,-0.7753325344706282,1.0768952388725883,No O*NET skills found,0
advertising account executive,-0.3159532268244678,0.4808226223800846,1.6337510570905505,No O*NET skills found,0
electronics engineer,1.3195563398178731,1.4302422176742282,-0.0326736388413172,Reading Comprehension + Active Listening + Writing + Speaking + Mathematics,5
advertising account planner,0.3918974096654408,-1.1829221922306048,1.1110729983292396,No O*NET skills found,0
ergonomist,1.0205982062420675,0.8814568252294815,1.3882926028109652,Reading Comprehension + Active Listening + Writing + Speaking + Mathematics,5
community arts worker,-0.1703112560258401,1.1370697931932892,1.1048588602462124,No O*NET skills found,0
accounting technician,1.5570017911433107,0.4130069370019317,-0.7901080251836663,No O*NET skills found,0
magazine features editor,1.3681445412955209,0.3424090696595466,-1.5475424115260152,No O*NET skills found,0
"engineer, building services",-0.6870501598835904,0.004373961005368,0.1675596993895679,No O*NET skills found,0
"administrator, local government",-0.0209504638568129,-0.6664796651200543,1.240534208392312,No O*NET skills found,0
bookseller,-0.0062059488383446,0.0930560111152605,1.1355843207678482,No O*NET skills found,0
cabin crew,0.3386947544454655,0.4404809838987218,1.4400770868361945,No O*NET skills found,0
cartographer,1.2122676022492194,1.2800043916057042,0.5297058576726694,Reading Comprehension + Active Listening + Writing + Speaking + Critical Thinking,5
pensions consultant,-0.5176692816123852,0.0951426475884345,1.4987661687314535,No O*NET skills found,0
"biochemist, clinical",1.578941878245272,0.287113203120437,1.0026708117697605,No O*NET skills found,0
"designer, ceramics/pottery",0.0178526197663295,-0.7040391216371852,0.5514553409632654,No O*NET skills found,0
dramatherapist,0.346433750453523,1.630559319098927,-0.9789487769290012,No O*NET skills found,0
herbalist,-1.6706204374489733,0.189041288881262,-1.5206144798328962,No O*NET skills found,0
water engineer,0.580304518519033,-1.4653136616001448,1.3682692689878768,Reading Comprehension + Active Listening + Writing + Speaking + Mathematics,5
training and development officer,-1.7071484056146755,0.9802242849597148,-0.2408472646227377,Reading Comprehension + Active Listening + Writing + Speaking + Critical Thinking,5
museum education officer,0.4831321839781475,-0.205333004548613,1.5760976648757956,No O*NET skills found,0
"therapist, music",0.8224289370152756,1.1283754745550645,0.6964518962339067,Reading Comprehension + Active Listening + Writing + Speaking + Critical Thinking,5
materials engineer,1.6981501982277485,-1.072678231897915,1.5032541573469735,Reading Comprehension + Active Listening + Writing + Speaking + Mathematics,5
clinical biochemist,-1.3818525195623468,-0.853233629469122,-0.5802082499347382,No O*NET skills found,0
ceramics designer,-0.5204276665813493,-1.0236422747783274,-1.4577826392156183,No O*NET skills found,0
chiropodist,-0.0001143700647011,0.5215120336069768,-0.543959111117078,No O*NET skills found,0
water engineer,-0.7354247696047911,0.4272656195686202,1.468731167996821,Reading Comprehension + Active Listening + Writing + Speaking + Mathematics,5
animal nutritionist,-1.4059779264037322,-0.1173464999297785,1.093466273760662,No O*NET skills found,0
"journalist, broadcasting",-0.7329729687216107,1.3718163964253576,1.65619100016815,No O*NET skills found,0
industrial buyer,0.3596761487521666,0.7972958208114659,-1.6835629895656166,No O*NET skills found,0
media buyer,-0.8906647111951322,-1.323422381424317,-1.0769940666834348,No O*NET skills found,0
legal executive,-0.4810256542370699,-0.1076088630549667,-1.4519137310260923,Reading Comprehension + Active Listening + Writing + Speaking + Critical Thinking,5
"doctor, hospital",0.9400717892535664,0.759736364294335,-0.2494780119602759,No O*NET skills found,0
multimedia programmer,0.1784817574427893,-0.815326400206462,-0.7051814713822907,No O*NET skills found,0
risk manager,-1.0224150809959311,1.6743786850355793,-0.852939865800944,Reading Comprehension + Active Listening + Writing + Speaking + Critical Thinking,5
youth worker,0.59145458940759,1.2358372529235226,1.592668699763869,No O*NET skills found,0
recycling officer,-0.6246325460283588,-0.6334412542948,1.7204037603594338,No O*NET skills found,0
travel agency manager,1.4579998325227157,0.649492403961645,0.1924162517216777,No O*NET skills found,0
"teacher, secondary school",1.2433871946608772,1.189235705022638,1.5263845602115758,Reading Comprehension + Active Listening + Writing + Speaking + Critical Thinking,5
manufacturing engineer,0.5713572034316504,0.9388393282417652,1.059978974091014,Reading Comprehension + Active Listening + Writing + Speaking + Mathematics,5
community pharmacist,0.0083941374686217,-1.278211924505548,1.4076254768470509,No O*NET skills found,0
tour manager,1.4524083781202886,0.5736779454363253,-0.3999982455269414,No O*NET skills found,0
quantity surveyor,-0.6351572435021237,-0.7256010318599826,0.0460387768770307,No O*NET skills found,0
publishing rights manager,-0.2684114796528933,-0.0582251331898503,-0.3454519223537003,No O*NET skills found,0
meteorologist,-0.5444929190096949,0.2558136560228279,1.551931572330689,No O*NET skills found,0
volunteer coordinator,0.6842737205313786,0.4843003498353746,0.0277415925214498,No O*NET skills found,0
musician,1.159626678818647,1.18506243207629,0.8155562094919329,No O*NET skills found,0
"sales professional, it",-0.791703727319652,-1.132147371383372,1.5301820890400926,No O*NET skills found,0
retail banker,-1.2801212360757062,1.1979300236608623,0.8134848301309241,No O*NET skills found,0
games developer,0.2754181239479818,0.4178757554393376,0.2977113692396435,Reading Comprehension + Active Listening + Writing + Speaking + Critical Thinking,5
"accountant, chartered",-0.132771996278596,-1.575905394678364,-1.201967288130987,No O*NET skills found,0
"teacher, primary school",-0.3309185986251116,1.468497219682417,0.2183084937342922,No O*NET skills found,0
it sales professional,0.1791158488884574,-0.5197195665068203,1.5339796178686094,No O*NET skills found,0
theatre stage manager,-0.0192696275040434,-0.9655642262749858,1.5222418014895578,No O*NET skills found,0
museum/gallery curator,1.2952402987013467,-1.1258874619638504,-0.9192240053532372,No O*NET skills found,0
petroleum engineer,-1.2446028158853706,-0.4699880638961746,-0.1869914012364995,Reading Comprehension + Active Listening + Writing + Speaking + Mathematics,5
health service manager,0.5746177469790352,1.6882895948567391,0.0874663640972137,Reading Comprehension + Active Listening + Writing + Speaking + Critical Thinking,5
planning and development surveyor,0.8973267026696152,0.7218291350316749,0.8338533938475138,Reading Comprehension + Active Listening + Writing + Speaking + Critical Thinking,5
estate agent,1.1354332713364337,-0.7262965773510406,-1.0500661349903155,No O*NET skills found,0
"scientist, research (life sciences)",-1.7417677062207324,-0.598316206996372,0.1244059627018771,No O*NET skills found,0
"surveyor, mining",1.2704828346214976,1.6298637736078685,0.954683856573048,No O*NET skills found,0
"producer, radio",1.7162052401706196,1.5975209082736728,1.42557743130913,No O*NET skills found,0
"engineer, materials",1.1280929799404091,-0.5231972939621102,1.3948519707874942,Reading Comprehension + Active Listening + Writing + Speaking + Mathematics,5
"surveyor, insurance",-1.61725766106192,0.8105111851415673,1.3876021430239625,No O*NET skills found,0
ceramics designer,-1.2095336648861452,0.3271070688562711,-0.648908998741542,No O*NET skills found,0
public librarian,0.656012189241693,-0.4056501059733114,-0.2978101970504895,No O*NET skills found,0
drilling engineer,0.7860224400797703,0.5159476696785126,-1.229930909504611,No O*NET skills found,0
economist,-0.1243776949497404,-1.0156435016311605,-1.1608849308043057,Reading Comprehension + Active Listening + Writing + Speaking + Mathematics,5
electronics engineer,-1.4109158190915363,-1.028511093215733,-1.378379763710267,Reading Comprehension + Active Listening + Writing + Speaking + Mathematics,5
farm manager,0.9404600322285492,1.3036529383016755,-0.8418925092088952,No O*NET skills found,0
location manager,1.1294904802897294,1.2973930288821538,-0.2190977813321415,Reading Comprehension + Active Listening + Writing + Speaking + Mathematics,5
amenity horticulturist,1.573895881974613,-1.3383766094820633,-1.1615753905913084,No O*NET skills found,0
special educational needs teacher,0.3745305109596644,1.6416880469558544,-1.2133598746165375,Reading Comprehension + Active Listening + Writing + Speaking + Critical Thinking,5
mental health nurse,-0.7775290809194033,1.074470698998071,0.0705500993156391,Reading Comprehension + Active Listening + Writing + Speaking + Critical Thinking,5
hydrologist,0.4737013087782117,-0.0116235852889654,-1.6631944258490263,Reading Comprehension + Active Listening + Writing + Speaking + Mathematics,5
bonds trader,1.140750688968345,0.7086137707015734,0.8787332800027127,No O*NET skills found,0
product manager,0.9574369443531678,0.4498708480280047,0.2127848154382679,No O*NET skills found,0
"production assistant, television",0.556860861692101,-1.574166530950719,-0.8657133718605005,No O*NET skills found,0
minerals surveyor,-1.1838314568604362,1.4212001262904743,1.0351224217589037,No O*NET skills found,0
"engineer, chemical",-0.6793817799256232,-1.565472212312494,0.4471959131258043,Reading Comprehension + Active Listening + Writing + Speaking + Mathematics,5
environmental health practitioner,0.2614727617597549,-0.3350522386309263,1.2329391507352785,Reading Comprehension + Active Listening + Writing + Speaking + Mathematics,5
investment analyst,1.167138134220857,1.2066243422990872,-0.4396996832796169,Reading Comprehension + Active Listening + Writing + Speaking + Mathematics,5
media buyer,0.4168205163319216,1.3700775326977128,-0.616112158858897,No O*NET skills found,0
aeronautical engineer,-1.1887269217979803,-0.6264857993842203,0.9640050636975896,Reading Comprehension + Active Listening + Writing + Speaking + Mathematics,5
"teacher, early years/pre",0.963904851459598,-0.3440943300146802,-1.368713326692225,No O*NET skills found,0
"librarian, public",-1.4524572362126291,1.1009014276582745,-1.0883866531689852,No O*NET skills found,0
"scientist, product/process development",-0.0487249478215947,-1.209005148145279,-1.5295904570639358,Reading Comprehension + Active Listening + Writing + Speaking + Mathematics,5
civil service fast streamer,1.0888972943268465,1.2605291178560811,1.068954951322053,No O*NET skills found,0
hospital doctor,-0.6205420459416399,1.6917673223120289,0.7661883347212148,No O*NET skills found,0
aid worker,-0.7056622839993978,-1.024685593014914,1.601299447101407,No O*NET skills found,0
chartered accountant,-1.1590559755167784,0.4564785301930554,1.2536529443453703,No O*NET skills found,0
chiropodist,-0.1329379294662568,-0.4560771540750151,1.5153372036195272,No O*NET skills found,0
chief of staff,0.2568556926081642,0.6039341742973472,1.6641312877186851,No O*NET skills found,0
environmental health practitioner,1.525565153008818,-0.4310375163969278,-1.7184312088092706,Reading Comprehension + Active Listening + Writing + Speaking + Mathematics,5
"scientist, biomedical",1.0247601941819646,-0.3274012382292886,1.5243131808505666,Reading Comprehension + Active Listening + Writing + Speaking + Mathematics,5
"designer, fashion/clothing",0.6735363031042556,1.0243914236418965,1.1373104702353558,Reading Comprehension + Active Listening + Writing + Speaking + Critical Thinking,5
information systems manager,0.6937118607570439,1.3088695294846109,0.695416206553402,Reading Comprehension + Active Listening + Writing + Speaking + Mathematics,5
broadcast presenter,-0.4050427843397772,-1.317510244750324,0.004265959763346,No O*NET skills found,0
physiotherapist,-1.039736645941156,-1.394020248766702,0.6781547118783257,Reading Comprehension + Active Listening + Writing + Speaking + Critical Thinking,5
aid worker,-0.3687769383023939,1.0769051082167742,-0.2418829543032424,No O*NET skills found,0
oceanographer,-0.5602472726045586,-1.4976565269343411,-0.4327950854095865,Reading Comprehension + Active Listening + Writing + Speaking + Mathematics,5
interior and spatial designer,0.125604575375494,-1.4430562058862897,1.483921283310888,No O*NET skills found,0
clinical biochemist,-0.6180829800327299,-1.1477971449321769,-0.4780202014582863,No O*NET skills found,0
"engineer, manufacturing systems",1.733765969762859,0.9030187354522792,0.6422508029541667,Reading Comprehension + Active Listening + Writing + Speaking + Mathematics,5
charity officer,-0.3686883049884947,1.0657763803598463,-1.2713584967247942,No O*NET skills found,0
tax inspector,1.5691207258631494,1.2414016168519864,1.6009542172079054,No O*NET skills found,0
"journalist, newspaper",0.1441690409225161,0.8376374592928286,0.0919543527127337,No O*NET skills found,0
commissioning editor,-1.237442987728466,0.7197424985585009,-1.6511113795764731,No O*NET skills found,0
it sales professional,1.1871166643758626,-0.4244298342318768,-1.1108265962465842,No O*NET skills found,0
"engineer, civil (consulting)",-0.8982447484402293,0.7583452733122188,-0.5916008364202885,No O*NET skills found,0
counselling psychologist,-0.5248648536958787,-0.4331241528701016,1.3057826582641003,Reading Comprehension + Active Listening + Writing + Speaking + Critical Thinking,5
"engineer, manufacturing systems",0.5590171213286068,-0.608401616616713,1.5149919737260256,Reading Comprehension + Active Listening + Writing + Speaking + Mathematics,5
community pharmacist,1.5356443591048523,-1.2622143782112143,0.2203798730953015,No O*NET skills found,0
