PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,Job_Title,AI_Impact_Level,Industry,Location
-0.2042026669878455,-2.148128833124643,-0.7791094914720401,0.22277819551968608,0.07074037592842239,-0.2781896216815234,-0.08962471578215843,-0.41415132601837806,1.4545217666115544,optometrist,low,transportation,canada
0.8069337296852354,-0.9550484519056702,0.12126168592207405,-0.6726495431889292,-0.7812425424279689,2.1336522481141444,-1.7001556620070066,0.08293169735873919,0.17535474051002464,higher education careers adviser,low,transportation,usa
-1.4401219733208448,-0.8415665382670534,1.278835824004681,0.18195421948896537,-0.5232405625515061,-0.8679689022920528,-1.3493148600663118,-1.5086825035122486,0.0689050688091298,arboriculturist,high,finance,australia
0.48892965129160926,-0.288476249406645,-0.2526701757589494,-0.8061765446925515,-0.47987928640164806,-0.9159261216749234,0.5826357959690367,-1.5027304860773902,-1.0940398492436845,brewing technologist,high,finance,germany
-1.319803113401759,1.4956168025475225,-0.7111719024165014,-0.2631580717951138,0.5719828156515736,-1.198003495776441,0.007309261489555092,1.3499034426758747,-0.5313273259937517,housing manager/officer,moderate,education,brazil
0.7535502113047976,-1.8484829052557716,-1.3837971269682237,-0.6037177664132057,-1.1134943016538903,-0.2605197380694358,0.49251382242277253,-0.387367634061483,-0.850010535928075,commercial/residential surveyor,high,manufacturing,india
0.9407650217781085,0.45323378363346467,0.6418374315458587,-0.1037308112905347,1.1544615723127787,2.168974215695555,-1.2365097456927523,0.4729095817799211,-0.0479223532559294,aid worker,moderate,manufacturing,uk
0.6507223236610011,-0.13967450116825014,-0.5128215318326333,-0.724426412164298,0.2351939645083432,0.7980459187969271,0.4247655780794259,0.8525666873402221,1.481021970798081,horticultural therapist,moderate,retail,india
-0.7125517445786039,-0.29998406879945855,0.1794762407596741,0.502715323273026,0.6721788263314703,-1.172217860684539,-1.0229470614876157,-0.3797079285766185,-0.6139356816848301,telecommunications researcher,low,finance,china
-0.9301755920643103,1.6108943297354414,0.023286333076867193,-0.23801175254968424,-2.1384186528626605,0.9436171489638676,-1.0702326826563466,0.09791037607155072,1.5720631872825357,museum/gallery exhibitions officer,low,retail,germany
0.6712583276441176,1.6533611645505744,0.18535776491882,0.6916120836823745,1.0397750040928606,-0.7687849245397015,1.1930785606914298,-0.5015236518623679,0.10147681065362435,hospital pharmacist,low,finance,brazil
-0.5232694470499204,-0.15310908409329863,0.7441395699352995,0.07331337497166965,0.19994098492703,0.6444932889549181,-0.4878017115294867,1.644334704688666,1.1396278756330434,prison officer,moderate,it,india
0.5656241298237616,0.07326097421112017,0.5950375584495627,-0.6255734571416058,0.8349640177183072,-1.0891630450684455,-0.2818603226373114,-2.1638792389666155,-1.5561503670968149,technical author,high,education,australia
0.044758909620210424,0.7370446857711019,-2.350295069848305,1.196865743458213,0.24464838661891072,-0.16477513117541032,-1.1625362090440166,-0.7672205124411188,-0.11695441033366888,"designer, exhibition/display",low,transportation,australia
-0.8505919979347325,-1.1539282285976618,0.9001000798121601,0.3354121565628134,-0.7721970235841918,-0.4559400002260286,-0.4996158444987266,-1.9064739391685397,1.3278092401984978,dentist,high,manufacturing,brazil
-0.6285953118636618,0.1455100072099042,-0.5610275690410544,1.23733190842086,0.8685650527638733,0.27677977580293794,-1.0011033383571863,1.4280201555376033,0.5572403667202661,animator,moderate,manufacturing,canada
-2.430068692924749,-0.5785293642097578,0.17653472414268076,0.6972884069892313,1.414540413742649,4.44765078036933,3.640780913459704,-1.5736316718540622,-1.8179830466153655,midwife,moderate,it,usa
0.40966508914772176,-0.3727456919537232,0.5899366432424841,-0.6809125076234995,0.8008079070554941,0.11227430871156942,1.6033162199933857,0.009222269562469467,2.3820639735293607,probation officer,moderate,manufacturing,india
-1.4099653494547575,0.6342540690430691,0.3098607715799339,1.097903813122706,-0.2703578920565619,-0.7790997997328515,-0.263012678820361,0.8738698681916537,0.17706067192323302,"journalist, broadcasting",low,finance,brazil
0.25325446468055424,0.6309448486136521,2.4099715672603357,0.8591474179968209,0.5712260985774452,0.6332880342714687,-0.44706176853513296,0.9258010407676444,-0.33085294227015444,product/process development scientist,low,entertainment,india
-0.5942847771136958,-0.06813585466710285,0.7764408388762665,1.1358560572718792,-1.4634678644369086,-0.6194228250745637,-0.13581908360898765,-0.7929277501304249,1.021565486446675,naval architect,high,manufacturing,india
0.7481981696050806,1.1615747394110638,2.169492860646225,0.16621430692280023,1.969018858383732,0.40667753921918887,0.30687659492174774,0.3814607161296874,0.24656670564104746,"investment banker, corporate",moderate,entertainment,uk
1.3908169951450018,-1.393093681766521,1.362955787661226,-0.721316309213351,0.8042051995789787,0.9902798113979031,-0.5420896297193727,-0.5424746219773261,-0.06626027348932109,surgeon,low,it,usa
-0.36713798185177715,-0.03859819645177762,-0.8905570455837042,0.7487697943784365,-0.9349004088660534,-0.15796320168877903,-2.2891003079599703,-0.9364679030473853,-0.9085794329425398,retail manager,high,manufacturing,brazil
1.2726434526884844,0.35229009820351265,-0.12465693592420542,1.6666747598385445,1.510173002186834,0.006326524795572275,-0.06767849912842255,-0.31095470474817866,0.030636613065799085,"engineer, electrical",low,manufacturing,canada
0.446941432636535,-1.939889377007707,-0.29942906505699113,-0.786778144241369,-1.631563276173943,-1.409331178331467,1.0990997118161192,-0.608837109258299,0.9633229017905064,banker,high,manufacturing,usa
0.039366559866559965,0.3213784362327498,2.28362742361767,0.5902928702800095,0.8418826002340983,-0.5272022056010228,1.0708728975823092,0.0759648505831604,0.939350325111558,ecologist,low,entertainment,china
1.6267360347694961,-1.5983346469045996,0.10788689016804681,-0.07606942234186091,0.5815984200728433,0.5399131672465501,-0.46102653424948925,0.5161378918785432,-0.3484997154066302,"psychotherapist, dance movement",low,manufacturing,usa
-0.1650067518584463,-0.18629511337412397,0.3242465788320147,0.2733918469674372,1.9920071203492073,-1.6522784611805938,1.9558852423939808,1.0716207137262763,-0.055807704944362456,production manager,moderate,education,germany
0.9974278627548996,1.7890428465992587,-0.7366856418752918,0.7331050948708954,-0.09365306852529343,1.0881650112879957,-0.6412744761769512,-0.0982476015997531,0.20546448215053448,tefl teacher,low,retail,canada
1.6056437107108021,-0.8065834676575546,-1.0877340884313353,-1.5901719747454557,-1.3259384053569894,0.8113020634331104,-1.4773619615599578,-0.6484655659651802,-1.4170632573507127,"producer, radio",high,manufacturing,india
-0.9488170771461972,1.9447913945657693,-0.25101323656810853,-1.6203843482588598,0.9736750798900711,0.19044697078792344,-0.6776333354648859,-1.1316814782940874,-0.3640215151434296,"horticulturist, commercial",moderate,entertainment,australia
0.197365018947016,-1.8911421291883352,-1.2126319276363224,0.044539025297054974,0.34779981914546126,-0.7263058975566516,-0.4008398724792619,0.22206760605853998,-0.09121202464159317,chief financial officer,low,manufacturing,china
0.30948057341365337,-0.339939153925223,1.7100760521951195,-0.7798536197135072,-0.2561753458006838,-0.8789349040174105,0.9458006884402342,-1.5865338269149452,0.2632714343517734,"psychologist, educational",high,entertainment,china
1.7719658997034378,-0.6337080410370203,0.3259061513959637,0.3392091727069885,1.9908914776034379,1.9006403944218206,-0.10110457504509494,-0.14598890556300667,0.7758156404601733,"scientist, audiological",moderate,transportation,uk
-0.1501999915771894,-0.5433688321775229,-1.558097288073432,-1.8535299439139903,1.5067740966259813,-1.3119599935389146,-0.03584628526536702,-0.7312056577325468,-0.5063364771227934,operations geologist,moderate,finance,canada
0.572469447814354,0.1907449661896531,-0.6874840038223756,1.1874792114614818,1.9818922436978041,0.5651027674431546,0.7542533383619975,-0.18662772388804003,0.6928615571263291,computer games developer,moderate,retail,china
-0.5643291510115669,-1.1959119434455632,1.9542738269543554,0.8883073291375985,1.4538017508729248,-0.4896357245667396,0.1235366449432965,2.2837257013322003,0.4694433654133064,clinical embryologist,moderate,entertainment,uk
-0.5438553117594066,0.3530448035015705,0.2775280244795856,1.0681223517354759,-0.9105708622775642,0.3930524024899615,-1.445039922366581,-1.0755465330909257,0.16181467607857436,purchasing manager,high,manufacturing,australia
0.5849410555548872,0.6081957452168961,0.05108373514950986,-0.22060935056093792,-0.7022448874198874,1.149293599323038,-1.0680864477783012,-0.3540668511402763,0.4695042521631786,food technologist,low,retail,uk
0.10927809928041018,-1.0922463908922035,0.5131219003230448,1.4516661324408007,-0.8984116335113728,-0.8314269228704746,1.5421433289631714,-0.06951936857323399,1.0575007020426268,copy,high,manufacturing,india
0.7788407051777394,0.7372610332374965,0.11089068041159808,0.40826252591503603,1.4501339616136506,1.1783382776785152,-1.1965431451573731,0.9438867987319656,-0.35131877873291967,herbalist,moderate,it,germany
1.4958447474927303,1.0500437921353076,0.54058568147457,1.3349264888382026,-1.1286917977194466,1.6197961641686054,-0.8945573507677438,0.2372635715232533,-0.2521071479469948,travel agency manager,high,retail,india
-1.2581177916213115,1.2086012417716208,-0.41884303291974145,0.008877153372568489,1.5721545442781422,-1.8798121272511688,-0.012700686651571223,-0.04756900070346335,-0.4021788533823571,"psychotherapist, dance movement",moderate,education,brazil
-0.5557388227467455,-0.8173807195505313,0.2625750980842643,-0.1115819522901914,2.1999317400556038,-0.9552146956039633,0.9849192043938676,0.4125692630221154,0.30672547142977613,"psychologist, clinical",moderate,entertainment,australia
-1.5978993414030054,-0.1599684834137023,-0.9629497237415916,1.6078619620821633,-0.66353779593528,-0.5301419176207902,-0.88366543038384,1.1300377122737666,0.5630737433681036,naval architect,low,manufacturing,australia
-0.2270754636669466,0.7643345632925003,-0.16818357221838237,-0.3552648760093967,0.3131135795781065,0.09830465161418238,-1.3744360036145817,-0.3697018641454808,-1.0663958756863234,graphic designer,low,finance,brazil
0.1503772728436185,-1.2086330937148313,-0.4279357564666857,-0.5788139403679502,0.6962126005646047,-1.2220000515057359,-0.11950728345520498,0.5365354841871811,-1.2310856696733308,"nurse, mental health",low,entertainment,china
0.012523160381435748,-1.2571591220330203,0.90043532408786,-0.30039849590214,-0.09628677159518197,2.1138660666107456,-0.1352493120346137,-0.28308936403569596,-0.0770480027157598,"embryologist, clinical",low,manufacturing,uk
-0.843361301844657,-0.7569377925272857,-0.4647986864668072,0.6307715955833688,1.425615474337318,0.20759074054312396,-0.8467038629983099,-0.6955199297188812,0.8834966974215022,"surveyor, building",moderate,retail,china
0.2660991535308662,0.7357148705274611,0.49886581930870755,-0.38195485818505914,-2.051388188304006,-0.19131015540441199,0.8704934827167025,0.2862867112162271,0.523183961391489,copy,high,healthcare,germany
0.9880686149850063,-0.13820721208651673,-1.4923771730298534,0.26704670845615547,1.650774699285851,-1.2608994533325197,0.9238243200146772,-0.7859733874696526,-0.7736613004021574,"teacher, primary school",low,healthcare,australia
-1.6735483284735613,1.3269658644700095,1.6347456158130105,-1.0364416964844796,-0.5729507661567304,0.6579352448621496,-1.1127902374720255,0.5580355295373748,1.2310407774635725,production engineer,moderate,finance,india
0.09564585428474204,2.0016949807142987,-0.06478399468865573,0.44291275419702975,1.4572128904134156,-0.884129451724913,0.7184244556953381,1.4054374850762557,-0.7100151858945922,"psychotherapist, dance movement",moderate,education,china
0.3773783495359319,1.0271774315487985,1.1085268211225237,-0.6277431777390732,-2.4901536616447406,1.2943707561678275,-0.06965250817618245,-0.6853384664463689,0.7627245063984126,"nurse, children's",high,manufacturing,usa
2.530126298900324,0.37100399417932783,-0.8488410043954423,0.01696896666062253,-0.25042105963667466,0.7338849369792411,0.39186221023303497,-1.0588300093919483,-0.4160181029726162,"accountant, chartered management",high,retail,china
-1.0767053087760292,0.2180921220327513,-1.3844382965288375,-1.4625171418587388,0.3534639469827082,-0.13811471952805238,-1.4226080298126689,0.5498049004435532,-1.00724553367544,radio producer,moderate,finance,canada
0.20375726544167647,0.1879685016923074,0.48478985839687916,0.15871036196326674,0.5622346432313221,0.294025303597516,-1.064784049213704,-2.1366800177777767,1.160565757205735,orthoptist,low,retail,china
-1.6424665214021597,1.6185878358852706,0.029471060334195075,0.465424148640746,0.14998840379170342,-1.5835278380487177,-0.06318235974855717,-0.35904030646892826,-0.5204217050749479,food technologist,low,education,australia
-2.114460536505471,-0.9694502708995731,-0.19521197231092036,-1.5261635207326274,-1.0138752007429945,0.7299178814471146,-0.11352634587505933,-0.31954688941891,-0.6537653628157121,lawyer,low,finance,canada
-1.3056518537654398,0.6873292706615141,0.6220906755347672,-0.7433075643775368,0.1344175421402504,-0.5309021616598582,-0.0664519218376959,-0.14149946823089288,1.6657515108827707,illustrator,moderate,healthcare,germany
-1.3874287761735542,-1.4764051877713171,0.5792808274090012,1.4603423755112759,1.4165323804186005,-0.048929738184062,-0.20569464269447263,1.1863510872313952,0.852098208775836,dance movement psychotherapist,moderate,it,china
1.363437288024816,0.9720593914584746,0.05051426287469741,0.37049801206177096,-0.9779002819678707,-0.18995623696901134,-0.01577822113487241,0.7225843904059941,-1.6139428198356154,"engineer, biomedical",high,finance,uk
0.3533570010169619,0.5151086475843296,0.278904591641743,-0.4426289143288025,1.3131247642622048,0.6981659987755141,-0.44528597410131654,-1.3706542990106785,1.7758774448369035,"civil engineer, consulting",moderate,retail,china
-3.2862211533903958,0.879270465880543,-0.9228392628947752,1.0238905841598032,0.2188412495189213,1.5318689934334329,1.0952538052077523,-0.7573307639948146,0.5756626161679783,general practice doctor,moderate,manufacturing,australia
0.8883999222018434,0.2890622538067403,0.810016404389732,0.1512406994136687,-1.340742004404576,0.42954442329074033,0.04577074257588844,-1.831241835891674,1.8003437955658455,catering manager,high,transportation,india
0.818651829492648,-1.1071896949489144,-0.5077787313958909,-1.5831164695877988,1.3121841001195438,0.5697633545696685,-0.2775213924678895,-0.6280851066587502,0.44922506770716025,barista,moderate,manufacturing,india
0.38013904268698645,0.5409509748959738,-0.16203786436873302,1.7608329528469557,-0.4233012894616179,0.2264586003767346,0.23423366815649393,0.5836729321030224,1.4393824343139912,"designer, blown glass/stained glass",low,transportation,india
-0.35464520811383293,-0.2876079965254627,0.4125842956218308,-0.72904805146333,-2.261701137820487,-0.8449685089647256,0.3533195718481399,1.179114606552036,-0.6737592959715055,"programme researcher, broadcasting/film/video",high,entertainment,uk
1.1344562228781119,0.3057558920994695,0.6698627409757941,-0.8955761148741938,-1.1325329598984433,0.26732816900943435,-0.5469416030990328,-0.9825866986115677,-0.8507576303213992,"journalist, newspaper",high,healthcare,usa
0.838422653379887,-0.2566811422197536,0.5707037295803871,-1.091118559341049,-0.4796638760714808,1.4554116382010165,0.8064761564369342,-0.44144325073154,0.755199426658712,hydrographic surveyor,low,manufacturing,uk
-1.1183488202842453,1.0461277494105863,0.46739330986416555,-0.37377775882713155,-1.7431790621875691,-1.5125514256983799,0.18344850983741806,-0.7066342822498939,0.11221352401410624,"psychologist, clinical",high,entertainment,canada
0.158117629209725,-1.6224466115125458,1.2432037420036715,-0.6276414191818644,0.67546389741822,-0.9505914548501017,0.28744360301600547,0.790492437922509,-0.822798196619057,museum/gallery curator,low,education,uk
0.23282155441826388,-0.8023174499251554,2.2920844734514185,-0.023684367441813958,0.14992567919563593,0.5631876189026063,-0.9228465557814476,0.8097814747244585,-0.02142665306682505,freight forwarder,low,finance,usa
0.3822971096527424,0.40248282436694793,-0.4584692052702366,0.8551677442909579,-1.2460236174484867,0.18249522094306184,-0.07765021151910072,-0.5029742691203634,0.6792063398263334,neurosurgeon,high,retail,brazil
0.367042646244891,-0.009207203636167161,0.4605570930420318,-0.010600844124740471,1.6756262342051278,-1.2738723943315724,1.038611723444404,-0.39449616874237753,-0.6144149161185173,actor,low,education,australia
0.5885809953481335,1.7050894543100992,1.004490758990744,-0.6387704942287689,0.6749580783307183,1.0416607919170948,1.3728374014540075,0.8149456721668551,0.45241360693222704,restaurant manager,moderate,finance,uk
0.5891629214392978,-0.8645395498215054,-1.2711752177084061,-1.2499431829506618,0.14313162806177218,0.30506276584401604,-0.0900585621761414,0.017986404395589056,1.2632395765488802,retail manager,moderate,transportation,usa
0.3586062566584451,0.9464101680344779,1.578727030452743,-0.8079618226653115,1.0142269701307776,0.3788057989536757,0.46487110088260675,-0.45383280221474587,1.4914929037975966,operational researcher,moderate,healthcare,uk
0.08865237861482997,1.9009272706259697,-0.8147037747832041,-1.304686785110294,0.25109883642394265,-0.618847146439589,0.8107514202585442,-1.2875467423357705,-0.6798242448270022,energy engineer,low,entertainment,australia
-0.003945562275112138,0.1945805793333987,-0.6885345991604076,0.488878703723048,0.891469533789916,0.846095570259619,-1.257286116991573,-0.058836400590798026,1.1208914901748381,chartered legal executive (england and wales),moderate,transportation,china
1.27083770412354,1.1503314813541492,0.8125678762727423,0.9005442798781894,-1.357113553485661,1.0458360174222694,-0.249178025158273,0.8564733999221003,-0.38544162197482407,games developer,high,it,india
-0.24567813751771783,-0.543303421098703,-0.5601057234819,1.2182861033681651,-0.16488558806876913,-0.5290218860350002,-2.0569720323885186,-1.4277718567874331,-0.7938472282429547,agricultural consultant,high,manufacturing,brazil
0.02316781048258257,-0.8383472924953809,-0.26517622493097215,-0.10620981093492113,-0.8844446697434952,-0.48503175506217056,0.7700338442824086,-0.47346156927946303,2.2448781272372877,visual merchandiser,low,transportation,uk
0.8114802947552034,0.13653128642755405,-1.1815417428647332,0.42349563591391626,-1.7240683486063821,-0.5893938313600948,0.35132923538818767,-0.09671132012830654,0.2843445220751835,bookseller,high,retail,india
-1.1504405796378956,-0.3701541190843212,0.14579540886143863,-0.271359093930195,-1.0413947951671831,-0.5821897399261824,1.0787632123656363,1.6798756081109536,-0.34421764483828865,armed forces operational officer,low,entertainment,india
0.7231505980868034,-1.051555466788309,-0.1369511402630098,-0.3496162458888483,-1.7560527125891423,-0.6248418094493906,1.20746601041234,0.6654677810263152,0.3158447437316979,probation officer,high,it,uk
-0.8988718921261316,-0.32893184394535047,-0.5612297119707033,-0.5854157782167814,-0.1756599323152944,-0.47744786028765096,-0.27421963886366435,1.09123977652427,0.8123346712242179,"engineer, communications",moderate,it,uk
0.5816103860943435,0.24351201182472634,0.45411884168660965,-0.7584250029710118,0.10118740176429819,0.015521543768959267,0.363153903948041,-1.0621908345502908,0.8669712108570998,medical illustrator,low,it,germany
-1.0451672005796164,0.7847181537687045,-0.920613390697236,0.2000035071812502,0.6590783797303416,0.12299077190065177,-1.5151750075881998,-0.739039825025758,1.1934524780108955,solicitor,moderate,retail,brazil
-0.061316785857703934,-0.22423967716823007,1.0859552838509234,-0.3374177037343192,0.4170794006714011,-0.5899551151689413,-0.5082988257473148,0.6483609041045759,-1.119732218540116,"buyer, industrial",low,education,india
-0.9982371257439326,0.19327750707665045,-0.22179807361553844,-0.22021818299240808,-0.5174481165404654,1.933326266974552,-1.7738501176468229,0.8840891563969913,1.6435607366211569,"production designer, theatre/television/film",moderate,transportation,canada
0.5933747343019169,1.5795659358354317,-1.2752891362251564,0.9490112141398007,0.7554367417516145,0.9902898405077241,-0.7306791274313297,1.0865770750521735,0.19323566983222212,training and development officer,moderate,retail,china
-0.7890958031425972,-0.12142223693125087,0.17531909958671754,0.2908779610559286,-1.3683562845845454,0.4932569067966919,-0.3170548052729514,-0.9597864596439963,-0.408900650328301,land,high,it,china
0.6970405978067016,1.748540751325648,0.7525669312033687,0.47792406472000976,1.3434299784123254,-0.16239275029928546,0.11875026067977598,-1.8502291867129523,0.3768603884281186,private music teacher,low,healthcare,brazil
-0.7026268916793842,1.294373449304177,-0.7334662880516928,1.4717341832481543,-0.2144061025247143,0.15299901364124704,0.5735345214665913,1.9109986080921857,1.8692839118196056,it technical support officer,moderate,retail,china
-0.8724263664759967,1.3655391199175873,1.3338347747678712,-2.8164584407127835,-1.0763120146686642,0.5949155966323718,-0.24439213284401334,1.1579043466955283,0.4317462945806555,site engineer,moderate,education,usa
-0.029868199952388208,0.5686976072286796,0.03953889021979593,-2.080232376350671,0.24808427693149251,1.5652197208564815,-1.6848785595044837,0.018258600571221865,-0.5457430146601475,warehouse manager,moderate,healthcare,india
-0.754712954144058,-0.8467615995166682,-0.6387480473008793,-0.12658586463395322,-1.7875567652231774,-0.42084166400684164,-0.9968602648770919,-0.582377805246759,0.2023485455827955,manufacturing systems engineer,high,manufacturing,canada
1.607948892172842,0.6948389681061028,-0.5651263835165922,0.19776230162996616,-0.2137780093999975,-0.7762729269997756,1.0640638416519619,-0.8398579086748368,-0.9519929497349991,health and safety adviser,high,healthcare,germany
0.07287977520168061,0.6406007176269419,0.33499516127248585,0.5340413523442622,0.16294049903347255,-0.408433303680219,-1.617111537776965,-1.0182352189143529,-2.1000324886424924,"engineer, materials",high,entertainment,brazil
1.5039459594265092,-0.4011274816496805,1.8779478107350065,2.3994350382047602,-0.25311859286449273,0.9037451505819096,0.14512118955828504,-0.21247391506647648,1.3999564459383018,chemical engineer,high,transportation,uk
-1.2283306278188153,0.8165205818572114,-0.04647316746593014,-0.24521014459449098,1.1594687921780962,-1.0326403323684537,0.35039406445277305,-0.2901327482492436,1.0234361622880168,arboriculturist,moderate,finance,australia
-0.3837005216273535,-0.10107024300955228,-0.44661867318861326,2.43843458306204,-0.8351382313346482,-0.4424282568072663,-0.9422247041709751,0.6789865374703574,-0.2941373400898503,associate professor,high,manufacturing,brazil
0.3030565849070811,2.845923762952497,0.4166652356361107,0.8514601132160748,0.26193092554177416,0.4183929270421399,0.36867895034644527,0.0851692375455211,-0.27596856288490484,fine artist,low,finance,brazil
2.2331323058506256,1.689428027880758,-1.0579453400838474,-0.8427385148693625,0.12217344645643359,1.2808716933141862,0.5363240572679061,-0.43934186814833304,-0.33182381162903,broadcast engineer,low,manufacturing,china
0.8377109859179204,-1.4908791715460312,-0.34497622187934973,-0.5625217584220205,0.9115849837853937,-0.9938090890116136,1.544450313303098,-0.009403731598416286,-0.8490975599956302,medical secretary,low,finance,uk
-0.9634905408096767,-1.22658579570969,-0.8028456053788059,-0.08590608046756322,0.09911474089550729,-1.0236345979652097,-0.7207790791147259,0.171495573724587,-0.29755749525076214,"teacher, primary school",low,healthcare,brazil
0.14900944570685415,-0.4485792045659252,-0.31867923685421146,0.4022461920232529,-2.561986298480115,0.39772674881366304,-1.080728015687126,0.9723674891000088,0.04510372186878605,mining engineer,high,retail,usa
-0.4065303530246603,1.5575403824257275,-0.15315922048042144,0.39165806681353954,0.6973837589026696,0.36715423352248766,-0.03469082594284973,-0.13300602279699558,1.4772688737709174,"runner, broadcasting/film/video",moderate,manufacturing,canada
0.12507728838248136,0.5791671523124818,-0.12142067189358716,1.7423684988104775,0.30432563310445543,-0.3044746860773454,-1.447274480503485,-2.5997382307113424,0.1214216287190615,"education officer, museum",high,retail,australia
0.9095474700988516,-0.5463528372830685,0.3841850651417912,-1.7675406867573698,-0.40138468710973624,0.5131824882111448,0.008342223337678938,0.05633102108992567,-0.08790092876522587,"engineer, automotive",low,healthcare,uk
-0.7000039260844257,1.507151649714043,-0.31430475217588666,-1.3179908671444915,1.4559763107198573,-0.19430361844291383,-0.10158963243051278,-1.1718448894268414,-0.3140995176243984,clothing/textile technologist,moderate,entertainment,australia
-1.3492881267845502,-0.39731569597859767,-1.0576964142238554,-0.4423654913907251,0.41866334573202524,-0.29957713645240863,-1.1661983528349522,1.20393560289952,-0.07678628019874036,furniture designer,moderate,healthcare,brazil
-0.9812499814598248,1.0277914992723385,0.20389635974084594,-0.28938296023406335,-2.1747656615366515,-1.3049304331416924,-0.1927883501159909,0.16983906381668376,-0.4957533494266697,pharmacologist,high,entertainment,germany
-3.2189091998558506,-0.44965139778528285,-1.0115155615000686,-0.0821078693798123,1.1572187425486797,1.5464223195134161,1.0586758921582027,-1.5160536961967992,-0.970086970537433,medical laboratory scientific officer,moderate,healthcare,australia
0.5216762934721231,0.3033608830614636,0.1504115053373474,-0.8964842978548356,-1.3008678354102052,1.1713428705759934,1.765330264351378,-0.5653486418621214,-1.5776486177206097,water quality scientist,high,finance,uk
-0.7544976597225407,-1.713189498729476,0.5854154204873196,-2.381930373476164,1.1812812741149417,-0.8245954060988088,-0.3793947620715924,-0.453927407856174,0.3056980630878698,"engineer, broadcasting (operations)",moderate,entertainment,germany
0.8356524797945606,-1.338660287187581,-0.9281813611543613,0.12569652217314772,-0.394524622767888,0.3757034671390215,-0.4200695405256486,1.2572694419769976,0.12044731278176751,"engineer, manufacturing systems",low,retail,india
-0.769647028986226,1.1898665646891566,1.3712658714325388,-0.033823706608413426,-2.158933915044377,0.5712141762159231,-1.3191616836783262,0.20192279091467083,-0.40714268415390015,"librarian, public",high,finance,germany
0.2840178816125886,-1.6850117344684221,-0.33044170219795627,-0.6496369815097545,0.9115795616263399,-1.3245170098964827,0.026391749667690107,0.3637946326049311,-1.3150672584714123,"secretary, company",low,entertainment,germany
-1.4201453186913067,-0.017584321199448114,-0.5836295062361915,-0.25843771708356056,0.025738575236380765,3.0402499309465547,-0.8854551412287577,-0.4554888944926442,0.3918550795592295,"scientist, research (medical)",moderate,transportation,china
-0.07024007659623356,-0.8149337899244994,1.7427451486903338,-0.13639872190534044,1.7968475367974535,0.004270745312407973,0.731383346230579,0.6094909204953715,1.2725997124888564,games developer,moderate,finance,china
1.4506887058805693,0.10392519873390373,0.6288135437247419,0.43900707363067787,1.490880109323373,0.9554122850969113,0.26994850713904556,0.2371515479457665,1.2759721738652143,ambulance person,moderate,retail,usa
0.8502020714800828,-0.2992253341873879,0.8403781838356454,-0.8325488132363867,1.106690593542434,1.1958702675207922,-0.6645909394962358,1.1228468978732102,-0.08952605452033088,theatre stage manager,moderate,healthcare,uk
