Job_Title,Industry,Job_Status,AI_Impact_Level,Median_Salary_USD,Experience_Required_Years,Remote_Work_Ratio_%,Automation_Risk_%,Location,Gender_Diversity_%,Job_Growth_Rate_%,Growth_Category,Job_Value_Index,Vulnerability_Index,Education_Level
hospital pharmacist,-0.641440492370885,decreasing,0.01124365612798865,1.6318877747086051,-0.3322290695117088,-0.6061938607332937,0.623413416519644,-1.0751606668253186,0.45708614446354745,-0.3461833348740785,decline,0.8445362557579551,0.9473889690399355,1.4397330350014688
prison officer,0.2317428623403661,decreasing,1.2333801917789307,0.4604447340556287,0.8254787593323576,0.2982247131573243,0.3684527955171879,0.6635264838928032,-1.3703177678443765,-0.4006105707672052,decline,0.11393303685313509,0.006472262301290183,0.0025151313314224636
technical author,-1.514623847082136,increasing,-1.2108928795229534,-0.32804152589797786,-1.3245500656637657,-0.9121714855399666,1.1191509604769307,-1.5098324545048492,1.3497137742986345,-0.33811393936204664,decline,-0.9734825934667624,1.7150967436462605,0.0025151313314224636
"designer, exhibition/display",1.5415178944072427,increasing,0.01124365612798865,-0.5552261348390192,0.9908655920243671,0.4063391173925248,-1.281007504265325,-1.5098324545048492,1.6020283113218765,-0.2231013466275217,stable,0.40298535387130113,-0.9121356977558355,0.7211240831664456
dentist,0.6683345396959917,increasing,-1.2108928795229534,-1.1285983458690936,-0.49761590220371826,-1.4219031798668247,1.069680989237648,-1.0751606668253186,-1.7173224286017421,-0.18615742599599933,growth,-1.5533513559807897,2.2030619814425365,0.0025151313314224636
animator,0.6683345396959917,decreasing,1.2333801917789307,0.7720525160552651,1.4870260901003955,0.3304511221120477,-0.6372059904450114,-0.6404888791457882,-0.35875010453837886,-0.385811458737787,decline,1.0015597765508066,-0.5556913934730279,0.0025151313314224636
midwife,0.2317428623403661,decreasing,1.2333801917789307,-0.3579456082141158,1.3216392574083862,-1.466604327771763,0.013860344326526016,1.5328700592518643,1.5546832494548153,6.9602018030066475,growth,-0.28250792019845283,0.9724670054846392,1.4397330350014688
probation officer,0.6683345396959917,decreasing,1.2333801917789307,0.7970677423765187,-1.4899368983557753,-1.396607181439999,0.8749145989738991,0.6635264838928032,-1.337407176058736,-0.23680159228130102,stable,0.044106302585568885,1.9458176393450652,0.7211240831664456
"journalist, broadcasting",-0.641440492370885,increasing,0.01124365612798865,0.46327286255497213,1.1562524247163766,0.345698025273422,-0.43067750911737696,-1.0751606668253186,-1.4586567247426743,-0.24336479841219907,stable,0.6321958233742699,-0.45293966429475463,-1.4347027723386236
product/process development scientist,-1.0780321697265105,increasing,0.01124365612798865,1.279190565704658,1.6524129227924051,-0.2638315806551595,1.5526186105665887,0.6635264838928032,-0.302166981819208,-0.2570349214443753,stable,-0.025116749419240234,1.3476577294657333,0.0025151313314224636
naval architect,0.6683345396959917,increasing,-1.2108928795229534,-1.2246304689699583,1.6524129227924051,-1.0823130639998493,-0.5873900753509086,0.6635264838928032,-0.87146248183046,-0.05769749753831052,growth,-0.5565586659609331,0.07934052765536417,1.4397330350014688
"investment banker, corporate",-1.0780321697265105,increasing,1.2333801917789307,1.0891215621128125,1.3216392574083862,-1.4118540846013732,1.407668135396942,1.0981982715723337,0.8462394578586631,-0.31174223794476696,decline,-0.07676196807663155,2.594523980729488,0.7211240831664456
surgeon,0.2317428623403661,decreasing,0.01124365612798865,-0.22857963191078903,-0.3322290695117088,-1.1983974403421316,1.2679068180495985,1.5328700592518643,0.9749949309849396,-0.12663409302390854,growth,-0.9935406180794913,2.187251509815841,-0.7160938205036006
retail manager,0.6683345396959917,decreasing,-1.2108928795229534,-1.5997217548094116,1.3216392574083862,0.7119702216728024,-0.5237364060639996,-1.0751606668253186,0.920721323478796,-0.38944816656910397,decline,-0.8843279728672558,-0.6685904610199197,0.0025151313314224636
"engineer, electrical",0.6683345396959917,increasing,0.01124365612798865,1.6329559969058962,0.6600919266403481,-1.0466214497811772,0.17299451754379847,-0.6404888791457882,1.2890889999566655,-0.4159952873881138,decline,1.1362461599395188,0.8639500180139202,-1.4347027723386236
banker,0.6683345396959917,increasing,-1.2108928795229534,-1.2924049868797938,-1.4899368983557753,-1.134637663485475,-1.6445944956813112,1.5328700592518643,-0.8760815122565148,-0.28834038624947117,stable,0.07441843568516895,-1.0454115752978324,0.7211240831664456
ecologist,-1.0780321697265105,increasing,0.01124365612798865,1.6819755266260614,-0.1668422368196993,-1.4759603819844247,1.5962075362739283,-0.2058170914662577,-1.5227457719041844,-0.41738994498705123,decline,0.25455682073510577,2.8991106547119756,-1.4347027723386236
"psychotherapist, dance movement",0.6683345396959917,decreasing,0.01124365612798865,0.39193701930101865,-0.1668422368196993,-0.5379293170335039,-0.33450511747737305,1.5328700592518643,1.162065663240159,-0.33496086835773997,decline,0.5155671806240198,0.06251268670704903,-0.7160938205036006
production manager,-1.514623847082136,decreasing,1.2333801917789307,1.5834219430841352,-0.3322290695117088,-1.7025848062466715,-1.561222026669653,0.22885469621327278,-0.057358369238304306,0.0348984989333874,growth,2.218397332392149,-0.9185442580212979,0.7211240831664456
tefl teacher,1.1049262170516172,decreasing,0.01124365612798865,0.7962854318675001,0.6600919266403481,1.2605122149558867,1.0738323154954899,-0.6404888791457882,0.9536319152644368,-0.3933084208377529,decline,-0.0849583735139104,-0.6247586941144176,0.7211240831664456
"producer, radio",0.6683345396959917,increasing,-1.2108928795229534,-1.3603929153544958,-1.3245500656637657,1.7331662129584928,0.32901519606768986,0.6635264838928032,1.7215457235960445,-0.40902341209180954,decline,-1.2521547928210788,-1.1280846111301586,-0.7160938205036006
"horticulturist, commercial",-1.0780321697265105,decreasing,1.2333801917789307,-1.2742501793609062,-0.3322290695117088,0.6554873758704384,1.4017870898649993,-1.5098324545048492,0.887810731693156,0.020324361273517,growth,-1.8791480830581386,0.14907008409850864,0.7211240831664456
chief financial officer,0.6683345396959917,decreasing,0.01124365612798865,-0.1701641904716977,-0.8283895675877373,-0.45233874701397025,-1.5802489386847618,-0.2058170914662577,0.1741705308676916,-0.34770943145674643,decline,0.890524019841864,-1.014413897112792,-0.7160938205036006
"psychologist, educational",-1.0780321697265105,increasing,-1.2108928795229534,-0.07967635690877437,-1.6553237310477846,-1.3328474045833423,1.574067129565438,-0.2058170914662577,-0.8720398606337167,-0.2495179411090174,stable,-1.0774698794038775,2.694153382520242,-1.4347027723386236
"scientist, audiological",1.5415178944072427,decreasing,1.2333801917789307,1.0920017277087948,0.16393142856431966,-1.2583454914084446,1.2073666434560708,1.0981982715723337,1.5356297489473394,0.17930915167040568,growth,0.05479965582765131,2.1864216028860777,0.0025151313314224636
operations geologist,-0.641440492370885,decreasing,1.2333801917789307,-1.3355039813127252,-1.6553237310477846,-0.6349550644240682,-1.3367044648913704,-0.6404888791457882,1.476159732211884,-0.3332887171345366,decline,-0.15736382749900038,-0.785537073565751,-1.4347027723386236
computer games developer,1.1049262170516172,increasing,1.2333801917789307,1.2372194314898854,0.49470509394833867,-1.3525990745878502,-0.3258565211068691,-0.2058170914662577,1.1441669203391964,0.501872434656139,growth,1.1559806716297931,0.5010247678911344,0.7211240831664456
clinical embryologist,-1.0780321697265105,decreasing,1.2333801917789307,1.480725855837877,1.3216392574083862,-1.4049236740734758,-0.5604064546749362,1.0981982715723337,-1.3974545715974485,-0.40158935501219556,decline,1.4935572459698727,0.2503103356912154,-0.7160938205036006
purchasing manager,0.6683345396959917,increasing,-1.2108928795229534,-0.45634658858500127,0.8254787593323576,0.40737867897170943,1.2260476116163592,-1.5098324545048492,-0.6168384295941899,-0.19957482651323458,growth,-1.1405754539710222,0.35302050183075456,0.0025151313314224636
food technologist,1.1049262170516172,decreasing,0.01124365612798865,-1.1616018512108712,1.1562524247163766,0.46940585319639166,0.6092297184720176,1.0981982715723337,0.8508584882847178,-0.19064365857053872,growth,-1.2812012486377322,-0.012948191649467214,0.7211240831664456
copy,0.6683345396959917,increasing,-1.2108928795229534,0.7972463640958797,-0.001455404127689817,-1.4600204377702606,-0.9710418103464636,0.6635264838928032,-1.4650078915784996,0.25623255355761193,growth,1.2364147422367178,-0.2213255017244037,0.7211240831664456
herbalist,0.2317428623403661,increasing,1.2333801917789307,0.8510281651882075,1.3216392574083862,0.45242634740304283,0.671153668484826,0.22885469621327278,1.4080290334275756,-0.3932796492839518,decline,0.21693973009919043,0.032216751466969264,0.0025151313314224636
travel agency manager,1.1049262170516172,decreasing,-1.2108928795229534,0.9535622942797582,1.4870260901003955,1.2483839965320658,1.3934844373493156,0.6635264838928032,0.659746104406701,-0.22123608499299285,growth,-0.17120160123184933,-0.5518215180544301,-1.4347027723386236
"psychotherapist, dance movement",-1.514623847082136,increasing,1.2333801917789307,-0.6153772180912802,0.9908655920243671,-0.9059341160648589,-1.5155574378333923,-1.0751606668253186,0.7960075019753171,-0.36512280711602446,decline,0.508494580435324,-0.9239650530405036,1.4397330350014688
"psychologist, clinical",-1.0780321697265105,increasing,1.2333801917789307,1.666817237312495,-1.6553237310477846,-1.2327029724552239,0.17956745078538164,-1.5098324545048492,-1.0019500913665076,-0.14424419671979075,growth,1.1578792992644769,1.004732875324938,-0.7160938205036006
naval architect,0.6683345396959917,increasing,0.01124365612798865,0.2837039510978083,1.1562524247163766,0.8221637490663722,-1.2540238835893527,-1.5098324545048492,-1.7196319438147696,-0.2641090571282798,stable,1.0267028523479789,-0.9732385093049878,0.0025151313314224636
graphic designer,-0.641440492370885,decreasing,0.01124365612798865,-0.5532066277402535,0.3293182612563292,0.8568158017058596,0.638289002276911,-1.0751606668253186,0.9010904441680629,-0.31890952326344746,decline,-0.8350083384707987,-0.3445652818212111,0.0025151313314224636
"nurse, mental health",-1.0780321697265105,increasing,0.01124365612798865,0.14182597648526163,-0.9937764002797468,-0.16264758694785655,-1.2512563327507915,-0.2058170914662577,0.4888419786426739,-0.4121218444442968,decline,0.9164866021304479,-0.7942569629895441,-0.7160938205036006
"embryologist, clinical",0.6683345396959917,increasing,0.01124365612798865,-0.29991372110530534,-0.001455404127689817,-0.1512124095768258,1.3004255404026932,1.0981982715723337,-0.10181653708908137,1.308982055385425,growth,-1.0690585434200504,1.0281108887162904,-0.7160938205036006
"surveyor, building",1.1049262170516172,decreasing,1.2333801917789307,-1.1499347248639322,1.3216392574083862,-1.6921891904548254,-0.8077563108713491,-0.2058170914662577,0.6441568767187659,0.33128378843658496,growth,-0.3571542820649122,0.05660423675130015,-1.4347027723386236
copy,-0.20484881501525942,increasing,-1.2108928795229534,0.47804438176262315,-0.9937764002797468,1.256353968639148,0.8596930693618122,0.22885469621327278,-1.668822609128167,-0.3730015429187409,decline,-0.18987374831834405,-0.6600061817279343,0.7211240831664456
"teacher, primary school",-0.20484881501525942,decreasing,0.01124365612798865,1.2216732026974444,-1.6553237310477846,-0.8359369697330946,-0.9198421198330803,-1.5098324545048492,1.5159988696366065,-0.21406912707271877,growth,1.5277126589673105,-0.35016469411219503,-1.4347027723386236
production engineer,-0.641440492370885,increasing,1.2333801917789307,-1.6442014863627066,1.6524129227924051,0.5664316005869562,1.3914087742203947,0.6635264838928032,-1.4655852703817565,-0.319793568360624,decline,-2.155177217583283,0.24949599797791533,0.7211240831664456
"psychotherapist, dance movement",-1.514623847082136,increasing,1.2333801917789307,1.5132464101479293,0.9908655920243671,0.2549096473579652,-0.7880375111466001,-0.2058170914662577,0.926495111511365,-0.39830649454228245,decline,1.665421475239289,-0.6093573544194913,1.4397330350014688
"nurse, children's",0.6683345396959917,decreasing,-1.2108928795229534,-1.2170526398577528,0.49470509394833867,1.0172548054266854,1.6958393664621336,1.5328700592518643,-0.6537906730026282,0.17908485895587434,growth,-2.0253428577698145,-0.19674062585221055,1.4397330350014688
"accountant, chartered management",1.1049262170516172,increasing,-1.2108928795229534,1.2062632058546305,-1.6553237310477846,0.6249935695476897,1.1758857526674367,-0.2058170914662577,1.5541058706515583,-0.309164667560033,decline,0.16245416628767684,0.08952992547251687,-1.4347027723386236
radio producer,-0.641440492370885,decreasing,1.2333801917789307,-1.5668009826044245,-0.001455404127689817,1.436198121838087,-0.9174205128493392,-0.6404888791457882,0.8121741084665088,-0.14815617752725696,growth,-0.6049160281495083,-1.0440743826803325,0.0025151313314224636
orthoptist,1.1049262170516172,decreasing,0.01124365612798865,-1.5243398811201767,0.8254787593323576,-1.6700118767655536,1.0807511925918931,-0.2058170914662577,0.8641382007596247,-0.34875912597374964,decline,-1.862942498584836,2.4789349587311333,0.7211240831664456
food technologist,-1.514623847082136,decreasing,0.01124365612798865,-0.6120255028499149,1.1562524247163766,-0.11032298746223082,-0.7354540452139362,-1.5098324545048492,-0.17225675108641716,-0.09667898849694849,growth,0.007242809385730683,-0.4428599730434665,1.4397330350014688
lawyer,-0.641440492370885,decreasing,0.01124365612798865,-1.6115461618192253,-1.1591632329717563,1.1347252638745475,0.36153391842078464,-0.6404888791457882,-1.3945676775811642,1.4489185010952494,growth,-1.465097790364889,-0.6563873542837942,-0.7160938205036006
illustrator,-0.20484881501525942,increasing,1.2333801917789307,-1.3886084231190312,0.6600919266403481,-0.7801471649835201,0.09861658875746457,0.22885469621327278,-1.0729676841670999,-0.39498102192473633,decline,-1.12492015425463,0.6021170893633534,1.4397330350014688
dance movement psychotherapist,0.2317428623403661,decreasing,1.2333801917789307,0.7433385630673084,1.3216392574083862,-1.483237313038717,-0.8963179377053095,-0.2058170914662577,-1.3368297972554795,0.33845686871495195,growth,1.1469573868237262,-0.12378251032428374,-0.7160938205036006
"engineer, biomedical",-0.641440492370885,increasing,-1.2108928795229534,0.5684942107044062,0.8254787593323576,1.187396383886568,-0.5783955351255845,1.0981982715723337,1.3860886389038156,-0.3264386954141395,decline,0.8080107978147981,-0.8962754046364562,0.7211240831664456
"civil engineer, consulting",1.1049262170516172,increasing,1.2333801917789307,-0.646460028349258,-0.001455404127689817,-1.3390847740584502,1.5342835862611202,-0.2058170914662577,0.5142466459859751,-0.42357424597453747,decline,-1.4849355223384326,2.6556795922301273,0.7211240831664456
general practice doctor,0.6683345396959917,increasing,1.2333801917789307,-0.7536652177222334,1.3216392574083862,-0.02681154060106632,-0.24525160293377235,-1.5098324545048492,-1.0752771993801271,2.9958106649722214,growth,-0.41759087502180436,-0.14663712727347192,1.4397330350014688
catering manager,1.5415178944072427,increasing,-1.2108928795229534,-0.8991600628944116,-0.001455404127689817,-0.9062806365912538,1.487927109715219,0.6635264838928032,-0.4332319701585122,-0.4092462524764656,decline,-1.6481207578332062,2.077271918560802,1.4397330350014688
barista,0.6683345396959917,increasing,1.2333801917789307,-0.834196717576026,-1.3245500656637657,-0.8193039844661406,0.281274944102508,0.6635264838928032,1.1967083914355694,-0.13180766019238438,growth,-0.8191823454721167,0.8056325618542147,0.0025151313314224636
"designer, blown glass/stained glass",1.5415178944072427,increasing,0.01124365612798865,0.7258649152965571,1.6524129227924051,-0.37991595699744174,-0.6337465518968097,0.6635264838928032,-0.3783809838491119,-0.24871100751696,stable,0.9640271388739297,-0.260302290526708,1.4397330350014688
"programme researcher, broadcasting/film/video",-1.0780321697265105,increasing,-1.2108928795229534,-0.4577112468271903,-0.3322290695117088,1.3856061249844358,-0.8804045203835823,1.0981982715723337,-1.3472226157141027,-0.221845756609925,stable,0.21878920521803122,-1.0235203092583594,-1.4347027723386236
"journalist, newspaper",-0.20484881501525942,increasing,-1.2108928795229534,-1.442512423685488,0.3293182612563292,0.1970407194500216,0.4933385271072649,1.5328700592518643,1.4478681708522987,-0.1720352631765767,growth,-1.4210385922662216,0.1593789361648779,0.7211240831664456
hydrographic surveyor,0.6683345396959917,decreasing,0.01124365612798865,0.08275568618959274,-1.3245500656637657,0.15788389996740088,1.658823373996377,1.0981982715723337,-0.33450019480159116,0.505540250413011,growth,-1.0080707720241413,0.889870507017885,-1.4347027723386236
"psychologist, clinical",-1.0780321697265105,increasing,-1.2108928795229534,-1.2152573600237164,-0.001455404127689817,0.3803500779129093,-0.07746883334599569,-0.6404888791457882,-1.2854430837656199,-0.41971870355938046,decline,-0.8787172131838238,-0.2880464537524604,1.4397330350014688
museum/gallery curator,-1.514623847082136,decreasing,0.01124365612798865,0.2187134178581449,-0.49761590220371826,-1.0493936139923363,-0.6503518569281773,1.0981982715723337,-0.16359606903756413,-0.23867768816166096,stable,0.587165639667185,-0.0011433409576680207,-0.7160938205036006
freight forwarder,-0.641440492370885,increasing,0.01124365612798865,0.025074610968234393,1.1562524247163766,-0.5930260807302887,1.0250542319658478,1.5328700592518643,-0.4667199407474093,-0.4116019945104417,decline,-0.6428465777841836,1.289688346832361,-0.7160938205036006
neurosurgeon,1.1049262170516172,increasing,-1.2108928795229534,0.643181769199725,-0.49761590220371826,0.784393011689331,0.7991528947682847,-1.0751606668253186,-0.9095694828454118,-0.3622026827891511,decline,-0.024570486231807524,-0.2215993845496748,-1.4347027723386236
actor,-1.514623847082136,increasing,0.01124365612798865,1.6897331468305867,-1.6553237310477846,-1.0223650129335362,0.5358896212501445,-1.5098324545048492,0.04368292133164409,-0.35197108761653023,decline,0.9452694217257638,1.2250387323882748,0.0025151313314224636
restaurant manager,-0.641440492370885,decreasing,1.2333801917789307,1.2623819988038687,-0.001455404127689817,0.337381532639945,1.4049005845583808,1.0981982715723337,0.09102798319870564,0.3232728727518548,growth,0.05743802882576565,0.5259337993629191,1.4397330350014688
retail manager,1.5415178944072427,increasing,1.2333801917789307,-1.4176164734059686,-0.49761590220371826,-0.4048654348978728,-1.1156463416612896,1.5328700592518643,0.7602100161733927,-0.25481295572983587,stable,-0.3628832312068928,-0.6405636149769821,0.7211240831664456
operational researcher,-0.20484881501525942,decreasing,1.2333801917789307,-0.2436414479553069,0.3293182612563292,-1.3591829645893527,1.5256349898906163,1.0981982715723337,0.04483767893815797,-0.3612338716606934,decline,-1.1714997593133893,2.670271558309756,1.4397330350014688
energy engineer,-1.0780321697265105,decreasing,0.01124365612798865,-0.16551856405211277,-1.6553237310477846,0.7483548769442645,0.7891205229784998,-1.5098324545048492,0.890120246906183,0.00023296936948379978,growth,-0.6361327909611386,-0.19104333057424155,1.4397330350014688
chartered legal executive (england and wales),1.5415178944072427,decreasing,1.2333801917789307,-0.4503781090064827,1.1562524247163766,-0.270415470656662,0.09550309406408326,-0.2058170914662577,0.6152879365559235,-0.35132021871800945,decline,-0.4058758197117758,0.2485823783045572,-1.4347027723386236
games developer,0.2317428623403661,increasing,-1.2108928795229534,1.4097478407091248,0.8254787593323576,1.589360194504621,1.291431000177369,0.6635264838928032,-0.11451887076073237,-0.36188301577674803,decline,0.24334289766614525,-0.9590392033773909,-1.4347027723386236
agricultural consultant,0.6683345396959917,decreasing,-1.2108928795229534,-1.467601612846346,1.4870260901003955,-0.5857491496759963,-0.7544809572290448,-1.0751606668253186,1.2307737408277237,-0.3199493710248005,decline,-0.6343349259839326,-0.2813208681372651,0.0025151313314224636
visual merchandiser,1.5415178944072427,increasing,0.01124365612798865,-0.9655933100212214,-0.3322290695117088,-1.2368612187719625,-0.8281669983057385,1.0981982715723337,-1.1116520639853087,-0.2724339389253914,stable,-0.20309130666947023,-0.12465781618669212,1.4397330350014688
bookseller,1.1049262170516172,increasing,-1.2108928795229534,-0.37060728626198186,-0.001455404127689817,0.5622733542702176,-1.3654178048414438,0.6635264838928032,0.20996801666961645,-0.36382873318003683,decline,0.5985931527595348,-0.9762568614034274,1.4397330350014688
armed forces operational officer,-1.0780321697265105,increasing,0.01124365612798865,0.2968661207717726,-0.1668422368196993,0.8571623222322546,-1.2675156939273389,0.6635264838928032,-1.660739305882571,0.5258789123170611,growth,1.0454753152508975,-0.9840534285986744,-1.4347027723386236
probation officer,0.2317428623403661,decreasing,-1.2108928795229534,0.4669113665143296,-1.4899368983557753,0.4707919353019711,-0.7617457781802681,1.0981982715723337,-1.2686990984711715,-0.23663525627238705,stable,0.848789959163078,-0.6733845161021731,-1.4347027723386236
"engineer, communications",0.2317428623403661,decreasing,1.2333801917789307,-1.2764351527332543,0.8254787593323576,-0.01745548638840489,-1.7238156384351273,1.0981982715723337,-0.4037856511924131,-0.24725683614251157,stable,0.13778652937101865,-1.1345838790045841,0.7211240831664456
medical illustrator,0.2317428623403661,decreasing,0.01124365612798865,-0.39850501692513385,-0.8283895675877373,-0.720199113917207,1.043735200126136,0.22885469621327278,0.07486137670751383,-0.31437182496197247,decline,-0.9786279681933756,1.4390128373207025,0.7211240831664456
solicitor,1.1049262170516172,increasing,1.2333801917789307,-1.5356883533360137,1.3216392574083862,-0.29189974329314405,-0.12278747832743646,-1.0751606668253186,0.3647055359424517,-0.4030839209440759,decline,-1.0943354481126302,0.09572087773279617,0.7211240831664456
"buyer, industrial",-1.514623847082136,decreasing,0.01124365612798865,-0.1683826507699199,0.6600919266403481,-0.21843739169743107,-0.268429841206723,0.6635264838928032,0.4160922494323112,-0.3347525354038738,decline,0.04467490782565699,-0.05658554642590921,0.0025151313314224636
"production designer, theatre/television/film",1.5415178944072427,increasing,1.2333801917789307,-0.37452965550693657,0.49470509394833867,1.6780694492617083,1.6311478656107643,-0.6404888791457882,-1.6919177612584408,-0.2987192124199686,decline,-1.3396730814840803,-1.051035853206995,-0.7160938205036006
training and development officer,1.1049262170516172,increasing,1.2333801917789307,0.9359758020185432,1.4870260901003955,1.164179508618112,-0.25632180628801743,-0.2058170914662577,1.2607974385970795,-0.3180505311812351,decline,0.8808505813035152,-0.8154036594567405,0.7211240831664456
land,0.2317428623403661,increasing,-1.2108928795229534,-1.094783295694343,0.49470509394833867,0.34847018948458097,0.2840424949410692,-0.2058170914662577,-0.37260719581654334,0.861913419262714,growth,-1.020120511282953,-0.07772181828729949,-1.4347027723386236
private music teacher,-0.20484881501525942,decreasing,0.01124365612798865,0.37029221818846175,0.3293182612563292,-1.3297287198457883,1.6892664332205507,-1.0751606668253186,1.2082559675007065,-0.3852395204387952,decline,-0.8079847321015944,2.8237484265212256,1.4397330350014688
it technical support officer,1.1049262170516172,increasing,1.2333801917789307,1.4221791522842309,1.3216392574083862,0.7691461085279566,-0.7721240938248729,-0.2058170914662577,-1.6214775472611054,-0.28339314985278874,stable,1.5855468496308642,-0.7861206709782416,1.4397330350014688
